sku,name,description,price,cost,stock_quantity,vendor_category,vendor_subcategory_1,vendor_subcategory_2
"DEMO-000412","Demo Product 412 - Home & Garden","This is demo product number 412 in the Home & Garden category.","176.54","479.85","747","Home & Garden","Decor",""
"DEMO-000413","Demo Product 413 - Sports & Outdoors","This is demo product number 413 in the Sports & Outdoors category.","385.85","241.84","806","Sports & Outdoors","Cycling",""
"DEMO-000414","Demo Product 414 - Books & Media","This is demo product number 414 in the Books & Media category.","501.16","196.01","169","Books & Media","Fiction",""
"DEMO-000415","Demo Product 415 - Electronics","This is demo product number 415 in the Electronics category.","991.30","9.08","4","Electronics","Laptops",""
"DEMO-000416","Demo Product 416 - Clothing","This is demo product number 416 in the Clothing category.","768.90","81.39","943","Clothing","Kids",""
"DEMO-000417","Demo Product 417 - Home & Garden","This is demo product number 417 in the Home & Garden category.","487.35","280.12","880","Home & Garden","Furniture",""
"DEMO-000418","Demo Product 418 - Sports & Outdoors","This is demo product number 418 in the Sports & Outdoors category.","364.78","207.03","723","Sports & Outdoors","Camping",""
"DEMO-000419","Demo Product 419 - Books & Media","This is demo product number 419 in the Books & Media category.","86.55","309.73","906","Books & Media","Educational",""
"DEMO-000420","Demo Product 420 - Electronics","This is demo product number 420 in the Electronics category.","657.44","156.82","70","Electronics","Smartphones",""
"DEMO-000421","Demo Product 421 - Clothing","This is demo product number 421 in the Clothing category.","397.60","49.43","199","Clothing","Women",""
"DEMO-000422","Demo Product 422 - Home & Garden","This is demo product number 422 in the Home & Garden category.","434.03","47.08","175","Home & Garden","Kitchen",""
"DEMO-000423","Demo Product 423 - Sports & Outdoors","This is demo product number 423 in the Sports & Outdoors category.","565.60","222.35","918","Sports & Outdoors","Fitness",""
"DEMO-000424","Demo Product 424 - Books & Media","This is demo product number 424 in the Books & Media category.","708.38","170.09","501","Books & Media","Non-Fiction",""
"DEMO-000425","Demo Product 425 - Electronics","This is demo product number 425 in the Electronics category.","431.99","418.81","477","Electronics","Tablets",""
"DEMO-000426","Demo Product 426 - Clothing","This is demo product number 426 in the Clothing category.","170.77","131.86","584","Clothing","Men",""
"DEMO-000427","Demo Product 427 - Home & Garden","This is demo product number 427 in the Home & Garden category.","312.31","291.56","944","Home & Garden","Decor",""
"DEMO-000428","Demo Product 428 - Sports & Outdoors","This is demo product number 428 in the Sports & Outdoors category.","147.11","90.96","726","Sports & Outdoors","Cycling",""
"DEMO-000429","Demo Product 429 - Books & Media","This is demo product number 429 in the Books & Media category.","29.55","318.73","834","Books & Media","Fiction",""
"DEMO-000430","Demo Product 430 - Electronics","This is demo product number 430 in the Electronics category.","741.88","304.73","804","Electronics","Laptops",""
"DEMO-000431","Demo Product 431 - Clothing","This is demo product number 431 in the Clothing category.","165.10","188.36","213","Clothing","Kids",""
"DEMO-000432","Demo Product 432 - Home & Garden","This is demo product number 432 in the Home & Garden category.","173.87","66.43","801","Home & Garden","Furniture",""
"DEMO-000433","Demo Product 433 - Sports & Outdoors","This is demo product number 433 in the Sports & Outdoors category.","52.87","156.56","343","Sports & Outdoors","Camping",""
"DEMO-000434","Demo Product 434 - Books & Media","This is demo product number 434 in the Books & Media category.","269.19","210.54","332","Books & Media","Educational",""
"DEMO-000435","Demo Product 435 - Electronics","This is demo product number 435 in the Electronics category.","692.76","385.88","165","Electronics","Smartphones",""
"DEMO-000436","Demo Product 436 - Clothing","This is demo product number 436 in the Clothing category.","255.76","231.35","904","Clothing","Women",""
"DEMO-000437","Demo Product 437 - Home & Garden","This is demo product number 437 in the Home & Garden category.","283.09","404.59","283","Home & Garden","Kitchen",""
"DEMO-000438","Demo Product 438 - Sports & Outdoors","This is demo product number 438 in the Sports & Outdoors category.","1007.90","259.88","60","Sports & Outdoors","Fitness",""
"DEMO-000439","Demo Product 439 - Books & Media","This is demo product number 439 in the Books & Media category.","373.55","6.38","539","Books & Media","Non-Fiction",""
"DEMO-000440","Demo Product 440 - Electronics","This is demo product number 440 in the Electronics category.","840.79","72.59","390","Electronics","Tablets",""
"DEMO-000441","Demo Product 441 - Clothing","This is demo product number 441 in the Clothing category.","242.64","34.34","794","Clothing","Men",""
"DEMO-000442","Demo Product 442 - Home & Garden","This is demo product number 442 in the Home & Garden category.","575.80","29.40","224","Home & Garden","Decor",""
"DEMO-000443","Demo Product 443 - Sports & Outdoors","This is demo product number 443 in the Sports & Outdoors category.","161.57","406.18","208","Sports & Outdoors","Cycling",""
"DEMO-000444","Demo Product 444 - Books & Media","This is demo product number 444 in the Books & Media category.","133.75","95.15","301","Books & Media","Fiction",""
"DEMO-000445","Demo Product 445 - Electronics","This is demo product number 445 in the Electronics category.","989.82","364.32","593","Electronics","Laptops",""
"DEMO-000446","Demo Product 446 - Clothing","This is demo product number 446 in the Clothing category.","871.56","214.65","73","Clothing","Kids",""
"DEMO-000447","Demo Product 447 - Home & Garden","This is demo product number 447 in the Home & Garden category.","107.90","373.47","984","Home & Garden","Furniture",""
"DEMO-000448","Demo Product 448 - Sports & Outdoors","This is demo product number 448 in the Sports & Outdoors category.","47.30","259.23","925","Sports & Outdoors","Camping",""
"DEMO-000449","Demo Product 449 - Books & Media","This is demo product number 449 in the Books & Media category.","213.52","469.36","345","Books & Media","Educational",""
"DEMO-000450","Demo Product 450 - Electronics","This is demo product number 450 in the Electronics category.","97.71","9.20","13","Electronics","Smartphones",""
"DEMO-000451","Demo Product 451 - Clothing","This is demo product number 451 in the Clothing category.","52.91","235.96","2","Clothing","Women",""
"DEMO-000452","Demo Product 452 - Home & Garden","This is demo product number 452 in the Home & Garden category.","230.85","101.05","569","Home & Garden","Kitchen",""
"DEMO-000453","Demo Product 453 - Sports & Outdoors","This is demo product number 453 in the Sports & Outdoors category.","450.71","197.11","830","Sports & Outdoors","Fitness",""
"DEMO-000454","Demo Product 454 - Books & Media","This is demo product number 454 in the Books & Media category.","858.08","127.96","578","Books & Media","Non-Fiction",""
"DEMO-000455","Demo Product 455 - Electronics","This is demo product number 455 in the Electronics category.","221.23","254.50","1","Electronics","Tablets",""
"DEMO-000456","Demo Product 456 - Clothing","This is demo product number 456 in the Clothing category.","172.14","122.06","904","Clothing","Men",""
"DEMO-000457","Demo Product 457 - Home & Garden","This is demo product number 457 in the Home & Garden category.","772.72","198.85","522","Home & Garden","Decor",""
"DEMO-000458","Demo Product 458 - Sports & Outdoors","This is demo product number 458 in the Sports & Outdoors category.","967.17","361.44","848","Sports & Outdoors","Cycling",""
"DEMO-000459","Demo Product 459 - Books & Media","This is demo product number 459 in the Books & Media category.","217.73","448.03","574","Books & Media","Fiction",""
"DEMO-000460","Demo Product 460 - Electronics","This is demo product number 460 in the Electronics category.","18.71","291.46","748","Electronics","Laptops",""
"DEMO-000461","Demo Product 461 - Clothing","This is demo product number 461 in the Clothing category.","392.11","229.09","584","Clothing","Kids",""
"DEMO-000462","Demo Product 462 - Home & Garden","This is demo product number 462 in the Home & Garden category.","821.84","265.41","606","Home & Garden","Furniture",""
"DEMO-000463","Demo Product 463 - Sports & Outdoors","This is demo product number 463 in the Sports & Outdoors category.","174.63","370.49","636","Sports & Outdoors","Camping",""
"DEMO-000464","Demo Product 464 - Books & Media","This is demo product number 464 in the Books & Media category.","628.90","418.67","420","Books & Media","Educational",""
"DEMO-000465","Demo Product 465 - Electronics","This is demo product number 465 in the Electronics category.","423.51","425.78","304","Electronics","Smartphones",""
"DEMO-000466","Demo Product 466 - Clothing","This is demo product number 466 in the Clothing category.","837.06","120.53","3","Clothing","Women",""
"DEMO-000467","Demo Product 467 - Home & Garden","This is demo product number 467 in the Home & Garden category.","416.49","427.19","289","Home & Garden","Kitchen",""
"DEMO-000468","Demo Product 468 - Sports & Outdoors","This is demo product number 468 in the Sports & Outdoors category.","1009.65","67.59","415","Sports & Outdoors","Fitness",""
"DEMO-000469","Demo Product 469 - Books & Media","This is demo product number 469 in the Books & Media category.","797.66","85.73","818","Books & Media","Non-Fiction",""
"DEMO-000470","Demo Product 470 - Electronics","This is demo product number 470 in the Electronics category.","733.51","171.77","757","Electronics","Tablets",""
"DEMO-000471","Demo Product 471 - Clothing","This is demo product number 471 in the Clothing category.","360.75","429.05","950","Clothing","Men",""
"DEMO-000472","Demo Product 472 - Home & Garden","This is demo product number 472 in the Home & Garden category.","144.94","456.35","72","Home & Garden","Decor",""
"DEMO-000473","Demo Product 473 - Sports & Outdoors","This is demo product number 473 in the Sports & Outdoors category.","431.99","88.18","665","Sports & Outdoors","Cycling",""
"DEMO-000474","Demo Product 474 - Books & Media","This is demo product number 474 in the Books & Media category.","949.83","217.61","142","Books & Media","Fiction",""
"DEMO-000475","Demo Product 475 - Electronics","This is demo product number 475 in the Electronics category.","640.70","232.45","205","Electronics","Laptops",""
"DEMO-000476","Demo Product 476 - Clothing","This is demo product number 476 in the Clothing category.","271.52","71.27","929","Clothing","Kids",""
"DEMO-000477","Demo Product 477 - Home & Garden","This is demo product number 477 in the Home & Garden category.","179.28","460.66","902","Home & Garden","Furniture",""
"DEMO-000478","Demo Product 478 - Sports & Outdoors","This is demo product number 478 in the Sports & Outdoors category.","905.97","426.25","576","Sports & Outdoors","Camping",""
"DEMO-000479","Demo Product 479 - Books & Media","This is demo product number 479 in the Books & Media category.","386.20","467.02","721","Books & Media","Educational",""
"DEMO-000480","Demo Product 480 - Electronics","This is demo product number 480 in the Electronics category.","779.89","356.04","316","Electronics","Smartphones",""
"DEMO-000481","Demo Product 481 - Clothing","This is demo product number 481 in the Clothing category.","103.64","82.32","984","Clothing","Women",""
"DEMO-000482","Demo Product 482 - Home & Garden","This is demo product number 482 in the Home & Garden category.","313.88","184.35","437","Home & Garden","Kitchen",""
"DEMO-000483","Demo Product 483 - Sports & Outdoors","This is demo product number 483 in the Sports & Outdoors category.","547.89","85.85","380","Sports & Outdoors","Fitness",""
"DEMO-000484","Demo Product 484 - Books & Media","This is demo product number 484 in the Books & Media category.","187.22","470.30","251","Books & Media","Non-Fiction",""
"DEMO-000485","Demo Product 485 - Electronics","This is demo product number 485 in the Electronics category.","651.93","229.88","129","Electronics","Tablets",""
"DEMO-000486","Demo Product 486 - Clothing","This is demo product number 486 in the Clothing category.","411.21","94.60","559","Clothing","Men",""
"DEMO-000487","Demo Product 487 - Home & Garden","This is demo product number 487 in the Home & Garden category.","928.31","484.56","658","Home & Garden","Decor",""
"DEMO-000488","Demo Product 488 - Sports & Outdoors","This is demo product number 488 in the Sports & Outdoors category.","370.47","223.89","274","Sports & Outdoors","Cycling",""
"DEMO-000489","Demo Product 489 - Books & Media","This is demo product number 489 in the Books & Media category.","840.52","212.40","836","Books & Media","Fiction",""
"DEMO-000490","Demo Product 490 - Electronics","This is demo product number 490 in the Electronics category.","984.31","415.79","416","Electronics","Laptops",""
"DEMO-000491","Demo Product 491 - Clothing","This is demo product number 491 in the Clothing category.","311.83","250.42","423","Clothing","Kids",""
"DEMO-000492","Demo Product 492 - Home & Garden","This is demo product number 492 in the Home & Garden category.","741.64","32.57","387","Home & Garden","Furniture",""
"DEMO-000493","Demo Product 493 - Sports & Outdoors","This is demo product number 493 in the Sports & Outdoors category.","749.91","65.02","563","Sports & Outdoors","Camping",""
"DEMO-000494","Demo Product 494 - Books & Media","This is demo product number 494 in the Books & Media category.","999.94","142.81","297","Books & Media","Educational",""
"DEMO-000495","Demo Product 495 - Electronics","This is demo product number 495 in the Electronics category.","925.72","269.27","204","Electronics","Smartphones",""
"DEMO-000496","Demo Product 496 - Clothing","This is demo product number 496 in the Clothing category.","416.26","481.50","84","Clothing","Women",""
"DEMO-000497","Demo Product 497 - Home & Garden","This is demo product number 497 in the Home & Garden category.","137.00","224.48","518","Home & Garden","Kitchen",""
"DEMO-000498","Demo Product 498 - Sports & Outdoors","This is demo product number 498 in the Sports & Outdoors category.","649.97","299.94","53","Sports & Outdoors","Fitness",""
"DEMO-000499","Demo Product 499 - Books & Media","This is demo product number 499 in the Books & Media category.","252.75","417.18","974","Books & Media","Non-Fiction",""
"DEMO-000500","Demo Product 500 - Electronics","This is demo product number 500 in the Electronics category.","448.49","44.22","872","Electronics","Tablets",""
"DEMO-000501","Demo Product 501 - Clothing","This is demo product number 501 in the Clothing category.","960.32","482.48","386","Clothing","Men",""
"DEMO-000502","Demo Product 502 - Home & Garden","This is demo product number 502 in the Home & Garden category.","286.30","168.15","110","Home & Garden","Decor",""
"DEMO-000503","Demo Product 503 - Sports & Outdoors","This is demo product number 503 in the Sports & Outdoors category.","881.75","45.22","330","Sports & Outdoors","Cycling",""
"DEMO-000504","Demo Product 504 - Books & Media","This is demo product number 504 in the Books & Media category.","298.01","476.61","794","Books & Media","Fiction",""
"DEMO-000505","Demo Product 505 - Electronics","This is demo product number 505 in the Electronics category.","929.69","115.99","480","Electronics","Laptops",""
"DEMO-000506","Demo Product 506 - Clothing","This is demo product number 506 in the Clothing category.","448.71","107.52","62","Clothing","Kids",""
"DEMO-000507","Demo Product 507 - Home & Garden","This is demo product number 507 in the Home & Garden category.","546.82","39.51","885","Home & Garden","Furniture",""
"DEMO-000508","Demo Product 508 - Sports & Outdoors","This is demo product number 508 in the Sports & Outdoors category.","142.04","412.16","693","Sports & Outdoors","Camping",""
"DEMO-000509","Demo Product 509 - Books & Media","This is demo product number 509 in the Books & Media category.","563.87","174.16","908","Books & Media","Educational",""
"DEMO-000510","Demo Product 510 - Electronics","This is demo product number 510 in the Electronics category.","78.38","75.46","826","Electronics","Smartphones",""
"DEMO-000511","Demo Product 511 - Clothing","This is demo product number 511 in the Clothing category.","935.72","349.35","130","Clothing","Women",""
"DEMO-000512","Demo Product 512 - Home & Garden","This is demo product number 512 in the Home & Garden category.","64.72","193.45","26","Home & Garden","Kitchen",""
"DEMO-000513","Demo Product 513 - Sports & Outdoors","This is demo product number 513 in the Sports & Outdoors category.","980.14","181.14","61","Sports & Outdoors","Fitness",""
"DEMO-000514","Demo Product 514 - Books & Media","This is demo product number 514 in the Books & Media category.","878.24","131.25","56","Books & Media","Non-Fiction",""
"DEMO-000515","Demo Product 515 - Electronics","This is demo product number 515 in the Electronics category.","705.77","79.44","738","Electronics","Tablets",""
"DEMO-000516","Demo Product 516 - Clothing","This is demo product number 516 in the Clothing category.","836.44","22.25","999","Clothing","Men",""
"DEMO-000517","Demo Product 517 - Home & Garden","This is demo product number 517 in the Home & Garden category.","778.75","363.85","372","Home & Garden","Decor",""
"DEMO-000518","Demo Product 518 - Sports & Outdoors","This is demo product number 518 in the Sports & Outdoors category.","902.01","210.19","945","Sports & Outdoors","Cycling",""
"DEMO-000519","Demo Product 519 - Books & Media","This is demo product number 519 in the Books & Media category.","292.30","138.10","953","Books & Media","Fiction",""
"DEMO-000520","Demo Product 520 - Electronics","This is demo product number 520 in the Electronics category.","758.52","86.92","392","Electronics","Laptops",""
"DEMO-000521","Demo Product 521 - Clothing","This is demo product number 521 in the Clothing category.","497.73","154.74","610","Clothing","Kids",""
"DEMO-000522","Demo Product 522 - Home & Garden","This is demo product number 522 in the Home & Garden category.","239.77","144.97","725","Home & Garden","Furniture",""
"DEMO-000523","Demo Product 523 - Sports & Outdoors","This is demo product number 523 in the Sports & Outdoors category.","914.26","481.32","801","Sports & Outdoors","Camping",""
"DEMO-000524","Demo Product 524 - Books & Media","This is demo product number 524 in the Books & Media category.","411.97","238.87","687","Books & Media","Educational",""
"DEMO-000525","Demo Product 525 - Electronics","This is demo product number 525 in the Electronics category.","108.08","180.94","232","Electronics","Smartphones",""
"DEMO-000526","Demo Product 526 - Clothing","This is demo product number 526 in the Clothing category.","344.82","133.18","278","Clothing","Women",""
"DEMO-000527","Demo Product 527 - Home & Garden","This is demo product number 527 in the Home & Garden category.","686.78","497.91","987","Home & Garden","Kitchen",""
"DEMO-000528","Demo Product 528 - Sports & Outdoors","This is demo product number 528 in the Sports & Outdoors category.","627.44","124.01","106","Sports & Outdoors","Fitness",""
"DEMO-000529","Demo Product 529 - Books & Media","This is demo product number 529 in the Books & Media category.","483.30","220.90","121","Books & Media","Non-Fiction",""
"DEMO-000530","Demo Product 530 - Electronics","This is demo product number 530 in the Electronics category.","181.78","203.53","914","Electronics","Tablets",""
"DEMO-000531","Demo Product 531 - Clothing","This is demo product number 531 in the Clothing category.","630.65","425.48","423","Clothing","Men",""
"DEMO-000532","Demo Product 532 - Home & Garden","This is demo product number 532 in the Home & Garden category.","358.24","7.11","518","Home & Garden","Decor",""
"DEMO-000533","Demo Product 533 - Sports & Outdoors","This is demo product number 533 in the Sports & Outdoors category.","339.63","147.65","896","Sports & Outdoors","Cycling",""
"DEMO-000534","Demo Product 534 - Books & Media","This is demo product number 534 in the Books & Media category.","172.92","116.79","558","Books & Media","Fiction",""
"DEMO-000535","Demo Product 535 - Electronics","This is demo product number 535 in the Electronics category.","586.49","300.85","826","Electronics","Laptops",""
"DEMO-000536","Demo Product 536 - Clothing","This is demo product number 536 in the Clothing category.","904.41","320.23","905","Clothing","Kids",""
"DEMO-000537","Demo Product 537 - Home & Garden","This is demo product number 537 in the Home & Garden category.","87.65","48.21","642","Home & Garden","Furniture",""
"DEMO-000538","Demo Product 538 - Sports & Outdoors","This is demo product number 538 in the Sports & Outdoors category.","207.01","386.46","597","Sports & Outdoors","Camping",""
"DEMO-000539","Demo Product 539 - Books & Media","This is demo product number 539 in the Books & Media category.","206.37","490.69","414","Books & Media","Educational",""
"DEMO-000540","Demo Product 540 - Electronics","This is demo product number 540 in the Electronics category.","906.25","277.68","538","Electronics","Smartphones",""
"DEMO-000541","Demo Product 541 - Clothing","This is demo product number 541 in the Clothing category.","806.28","301.06","409","Clothing","Women",""
"DEMO-000542","Demo Product 542 - Home & Garden","This is demo product number 542 in the Home & Garden category.","679.73","52.47","708","Home & Garden","Kitchen",""
"DEMO-000543","Demo Product 543 - Sports & Outdoors","This is demo product number 543 in the Sports & Outdoors category.","467.53","251.76","489","Sports & Outdoors","Fitness",""
"DEMO-000544","Demo Product 544 - Books & Media","This is demo product number 544 in the Books & Media category.","912.85","71.50","346","Books & Media","Non-Fiction",""
"DEMO-000545","Demo Product 545 - Electronics","This is demo product number 545 in the Electronics category.","154.96","497.13","31","Electronics","Tablets",""
"DEMO-000546","Demo Product 546 - Clothing","This is demo product number 546 in the Clothing category.","381.86","503.19","143","Clothing","Men",""
"DEMO-000547","Demo Product 547 - Home & Garden","This is demo product number 547 in the Home & Garden category.","42.04","457.89","911","Home & Garden","Decor",""
"DEMO-000548","Demo Product 548 - Sports & Outdoors","This is demo product number 548 in the Sports & Outdoors category.","711.75","302.53","471","Sports & Outdoors","Cycling",""
"DEMO-000549","Demo Product 549 - Books & Media","This is demo product number 549 in the Books & Media category.","213.38","380.47","208","Books & Media","Fiction",""
"DEMO-000550","Demo Product 550 - Electronics","This is demo product number 550 in the Electronics category.","819.34","60.60","933","Electronics","Laptops",""
"DEMO-000551","Demo Product 551 - Clothing","This is demo product number 551 in the Clothing category.","925.33","108.98","1000","Clothing","Kids",""
"DEMO-000552","Demo Product 552 - Home & Garden","This is demo product number 552 in the Home & Garden category.","747.70","243.28","700","Home & Garden","Furniture",""
"DEMO-000553","Demo Product 553 - Sports & Outdoors","This is demo product number 553 in the Sports & Outdoors category.","578.97","243.66","65","Sports & Outdoors","Camping",""
"DEMO-000554","Demo Product 554 - Books & Media","This is demo product number 554 in the Books & Media category.","655.71","138.57","469","Books & Media","Educational",""
"DEMO-000555","Demo Product 555 - Electronics","This is demo product number 555 in the Electronics category.","641.98","355.97","493","Electronics","Smartphones",""
"DEMO-000556","Demo Product 556 - Clothing","This is demo product number 556 in the Clothing category.","363.51","176.72","140","Clothing","Women",""
"DEMO-000557","Demo Product 557 - Home & Garden","This is demo product number 557 in the Home & Garden category.","878.48","242.86","63","Home & Garden","Kitchen",""
"DEMO-000558","Demo Product 558 - Sports & Outdoors","This is demo product number 558 in the Sports & Outdoors category.","33.02","409.06","903","Sports & Outdoors","Fitness",""
"DEMO-000559","Demo Product 559 - Books & Media","This is demo product number 559 in the Books & Media category.","727.51","495.45","351","Books & Media","Non-Fiction",""
"DEMO-000560","Demo Product 560 - Electronics","This is demo product number 560 in the Electronics category.","499.24","248.17","245","Electronics","Tablets",""
"DEMO-000561","Demo Product 561 - Clothing","This is demo product number 561 in the Clothing category.","147.99","83.58","331","Clothing","Men",""
"DEMO-000562","Demo Product 562 - Home & Garden","This is demo product number 562 in the Home & Garden category.","465.12","15.17","541","Home & Garden","Decor",""
"DEMO-000563","Demo Product 563 - Sports & Outdoors","This is demo product number 563 in the Sports & Outdoors category.","32.68","165.67","254","Sports & Outdoors","Cycling",""
"DEMO-000564","Demo Product 564 - Books & Media","This is demo product number 564 in the Books & Media category.","255.51","25.26","398","Books & Media","Fiction",""
"DEMO-000565","Demo Product 565 - Electronics","This is demo product number 565 in the Electronics category.","939.26","247.05","999","Electronics","Laptops",""
"DEMO-000566","Demo Product 566 - Clothing","This is demo product number 566 in the Clothing category.","213.48","44.21","409","Clothing","Kids",""
"DEMO-000567","Demo Product 567 - Home & Garden","This is demo product number 567 in the Home & Garden category.","926.14","370.06","224","Home & Garden","Furniture",""
"DEMO-000568","Demo Product 568 - Sports & Outdoors","This is demo product number 568 in the Sports & Outdoors category.","286.92","437.45","288","Sports & Outdoors","Camping",""
"DEMO-000569","Demo Product 569 - Books & Media","This is demo product number 569 in the Books & Media category.","502.69","95.18","76","Books & Media","Educational",""
"DEMO-000570","Demo Product 570 - Electronics","This is demo product number 570 in the Electronics category.","303.54","357.76","55","Electronics","Smartphones",""
"DEMO-000571","Demo Product 571 - Clothing","This is demo product number 571 in the Clothing category.","49.34","214.69","746","Clothing","Women",""
"DEMO-000572","Demo Product 572 - Home & Garden","This is demo product number 572 in the Home & Garden category.","789.81","471.51","743","Home & Garden","Kitchen",""
"DEMO-000573","Demo Product 573 - Sports & Outdoors","This is demo product number 573 in the Sports & Outdoors category.","171.27","354.45","993","Sports & Outdoors","Fitness",""
"DEMO-000574","Demo Product 574 - Books & Media","This is demo product number 574 in the Books & Media category.","673.65","177.60","991","Books & Media","Non-Fiction",""
"DEMO-000575","Demo Product 575 - Electronics","This is demo product number 575 in the Electronics category.","251.62","33.90","641","Electronics","Tablets",""
"DEMO-000576","Demo Product 576 - Clothing","This is demo product number 576 in the Clothing category.","316.11","207.11","233","Clothing","Men",""
"DEMO-000577","Demo Product 577 - Home & Garden","This is demo product number 577 in the Home & Garden category.","196.15","416.28","324","Home & Garden","Decor",""
"DEMO-000578","Demo Product 578 - Sports & Outdoors","This is demo product number 578 in the Sports & Outdoors category.","230.33","17.29","887","Sports & Outdoors","Cycling",""
"DEMO-000579","Demo Product 579 - Books & Media","This is demo product number 579 in the Books & Media category.","540.88","162.04","75","Books & Media","Fiction",""
"DEMO-000580","Demo Product 580 - Electronics","This is demo product number 580 in the Electronics category.","185.13","369.94","206","Electronics","Laptops",""
"DEMO-000581","Demo Product 581 - Clothing","This is demo product number 581 in the Clothing category.","214.56","16.05","878","Clothing","Kids",""
"DEMO-000582","Demo Product 582 - Home & Garden","This is demo product number 582 in the Home & Garden category.","677.78","22.37","469","Home & Garden","Furniture",""
"DEMO-000583","Demo Product 583 - Sports & Outdoors","This is demo product number 583 in the Sports & Outdoors category.","324.46","36.29","887","Sports & Outdoors","Camping",""
"DEMO-000584","Demo Product 584 - Books & Media","This is demo product number 584 in the Books & Media category.","363.14","195.26","849","Books & Media","Educational",""
"DEMO-000585","Demo Product 585 - Electronics","This is demo product number 585 in the Electronics category.","954.34","100.04","346","Electronics","Smartphones",""
"DEMO-000586","Demo Product 586 - Clothing","This is demo product number 586 in the Clothing category.","331.52","43.42","810","Clothing","Women",""
"DEMO-000587","Demo Product 587 - Home & Garden","This is demo product number 587 in the Home & Garden category.","663.16","190.69","941","Home & Garden","Kitchen",""
"DEMO-000588","Demo Product 588 - Sports & Outdoors","This is demo product number 588 in the Sports & Outdoors category.","395.15","491.52","166","Sports & Outdoors","Fitness",""
"DEMO-000589","Demo Product 589 - Books & Media","This is demo product number 589 in the Books & Media category.","740.66","420.39","782","Books & Media","Non-Fiction",""
"DEMO-000590","Demo Product 590 - Electronics","This is demo product number 590 in the Electronics category.","759.70","435.33","388","Electronics","Tablets",""
"DEMO-000591","Demo Product 591 - Clothing","This is demo product number 591 in the Clothing category.","234.60","425.80","639","Clothing","Men",""
"DEMO-000592","Demo Product 592 - Home & Garden","This is demo product number 592 in the Home & Garden category.","439.95","11.26","848","Home & Garden","Decor",""
"DEMO-000593","Demo Product 593 - Sports & Outdoors","This is demo product number 593 in the Sports & Outdoors category.","657.20","179.29","862","Sports & Outdoors","Cycling",""
"DEMO-000594","Demo Product 594 - Books & Media","This is demo product number 594 in the Books & Media category.","405.56","158.38","946","Books & Media","Fiction",""
"DEMO-000595","Demo Product 595 - Electronics","This is demo product number 595 in the Electronics category.","458.40","47.57","952","Electronics","Laptops",""
"DEMO-000596","Demo Product 596 - Clothing","This is demo product number 596 in the Clothing category.","838.75","276.03","578","Clothing","Kids",""
"DEMO-000597","Demo Product 597 - Home & Garden","This is demo product number 597 in the Home & Garden category.","839.18","280.85","720","Home & Garden","Furniture",""
"DEMO-000598","Demo Product 598 - Sports & Outdoors","This is demo product number 598 in the Sports & Outdoors category.","426.67","339.64","919","Sports & Outdoors","Camping",""
"DEMO-000599","Demo Product 599 - Books & Media","This is demo product number 599 in the Books & Media category.","73.42","130.00","331","Books & Media","Educational",""
"DEMO-000600","Demo Product 600 - Electronics","This is demo product number 600 in the Electronics category.","765.96","86.72","322","Electronics","Smartphones",""
"DEMO-000601","Demo Product 601 - Clothing","This is demo product number 601 in the Clothing category.","941.96","455.37","300","Clothing","Women",""
"DEMO-000602","Demo Product 602 - Home & Garden","This is demo product number 602 in the Home & Garden category.","659.37","197.96","196","Home & Garden","Kitchen",""
"DEMO-000603","Demo Product 603 - Sports & Outdoors","This is demo product number 603 in the Sports & Outdoors category.","33.74","335.47","180","Sports & Outdoors","Fitness",""
"DEMO-000604","Demo Product 604 - Books & Media","This is demo product number 604 in the Books & Media category.","956.53","437.04","868","Books & Media","Non-Fiction",""
"DEMO-000605","Demo Product 605 - Electronics","This is demo product number 605 in the Electronics category.","319.33","371.38","862","Electronics","Tablets",""
"DEMO-000606","Demo Product 606 - Clothing","This is demo product number 606 in the Clothing category.","741.82","275.18","521","Clothing","Men",""
"DEMO-000607","Demo Product 607 - Home & Garden","This is demo product number 607 in the Home & Garden category.","406.22","170.45","497","Home & Garden","Decor",""
"DEMO-000608","Demo Product 608 - Sports & Outdoors","This is demo product number 608 in the Sports & Outdoors category.","968.23","153.74","59","Sports & Outdoors","Cycling",""
"DEMO-000609","Demo Product 609 - Books & Media","This is demo product number 609 in the Books & Media category.","350.58","106.26","184","Books & Media","Fiction",""
"DEMO-000610","Demo Product 610 - Electronics","This is demo product number 610 in the Electronics category.","83.19","362.52","617","Electronics","Laptops",""
"DEMO-000611","Demo Product 611 - Clothing","This is demo product number 611 in the Clothing category.","154.98","363.89","118","Clothing","Kids",""
"DEMO-000612","Demo Product 612 - Home & Garden","This is demo product number 612 in the Home & Garden category.","839.24","33.45","399","Home & Garden","Furniture",""
"DEMO-000613","Demo Product 613 - Sports & Outdoors","This is demo product number 613 in the Sports & Outdoors category.","313.57","119.49","458","Sports & Outdoors","Camping",""
"DEMO-000614","Demo Product 614 - Books & Media","This is demo product number 614 in the Books & Media category.","395.78","490.33","990","Books & Media","Educational",""
"DEMO-000615","Demo Product 615 - Electronics","This is demo product number 615 in the Electronics category.","717.79","487.64","248","Electronics","Smartphones",""
"DEMO-000616","Demo Product 616 - Clothing","This is demo product number 616 in the Clothing category.","263.61","427.98","261","Clothing","Women",""
"DEMO-000617","Demo Product 617 - Home & Garden","This is demo product number 617 in the Home & Garden category.","849.07","30.00","442","Home & Garden","Kitchen",""
